Metabolite	Score	Normalized score	No. of reactions	No. of positive reactions	No. of negative reactions	candidate reactions	positive reactions	negative reactions	Positive score	Negative score
h_c	38.46294063734417	1.9835747083473754	376	19	80	CSND;PHEt2rpp_reverse;DHPTDNR;RNTR3c2;PYRt2rpp_reverse;2DGULRy;2DGULRx;M1PD_reverse;THRt2rpp_reverse;GLYCLTt2rpp_reverse;P5CR;KG6PDC;GLUTRR;GTHOr;MSAR;KAS15;KAS14;FUCtpp_reverse;monooxygenase;ACLS;CDGR;CDGS;DHNAOT4;DHPPDA2;LALDO2x;ARBt2rpp_reverse;DKGLCNR2x;DKGLCNR2y;INDOLEt2pp;PRAGSr_reverse;APRAUR;HYD3pp;ATPS4rpp_reverse;CYTBO3_4pp;ALAt2rpp_reverse;3OAR121;3OAR120;LIPOCT;ALLTNt2rpp_reverse;5DGLCNR;DHNCOAS;ACHBS;LDH_D_reverse;ACPPAT161;ACPPAT160;EAR160x;EAR160y;EAR121y;EAR121x;MG2t3_2pp;NNATr;EAR141y;EAR141x;IDONt2rpp_reverse;EAR180y;QUINDH_reverse;SHK3Dr;NHFRBO;CYTBDpp;TAGURr_reverse;ACt2rpp_reverse;TMPPP;TYRt2rpp_reverse;FADRx2;MEPCT;GLCURt2rpp_reverse;3OAS180;3OAS181;EAR80x;EAR80y;EAR180x;DPR;KARA1_reverse;DHFR;INDOLEt2rpp_reverse;ARGDC;MPTSS;TMAOR1;TMAOR2;PPNDH;FLVR;OGMEACPR;OGMEACPS;APPLDHr;GMHEPAT;SADH;S2FE2ST;S4FE4ST;FADRx;ACPPAT120;S4FE4SR;G3PD2_reverse;URAt2rpp_reverse;ILEt2rpp_reverse;ALR2;CYSSADS;CRNDt2rpp_reverse;BMOGDS1;UGLYCH;BMOGDS2;DURADx_reverse;DHDPRy;SERt2rpp_reverse;ALR4x;MPTAT;SELGTHR2;ASAD_reverse;URIt2rpp_reverse;GALCTt2rpp_reverse;IDOND2;3OAR161;3OAR160;ACPPAT141;ALAALAr_reverse;3AMACHYD;LCTStpp_reverse;ACACt2pp_reverse;G6PDH2r_reverse;3OAS60;SBTPD_reverse;DAPDC;HISt2rpp_reverse;SERASr;3OAS140;3OAS141;DSERDHr_reverse;PYK;LEUt2rpp_reverse;5DGLCNt2rpp_reverse;LCARS;LCARR;3OAR60;VALt2rpp_reverse;DXPS;NO2t2rpp_reverse;GLUDC;EAR120x;EAR120y;DCTPD;KARA2;FMNAT;XTSNt2rpp_reverse;DHBS;DHMPTR;DASYN140;DASYN141;HACD1;HACD3;HACD2;HACD5;HACD4;HACD7;HACD6;HACD8;ALCD2x_reverse;PACALDt2rpp_reverse;DOGULNR;MTHFR2;HEXt2rpp_reverse;G5SD;IGPS;ALCD19;3HPPtpp;OXCDC;GLUt2rpp_reverse;LYSDC;NO3R2pp;MOCDS;PACCOAE;3OAS100;HCINNMt2rpp_reverse;TDPDRR;ASP1DC;GALUi;PERD_reverse;I2FE2ST;3HPPPNH;ACPPAT181;L_DASH_LACt2rpp_reverse;SEPHCHCS;I4FE4ST;ACBIPGT;I4FE4SR;ALDD19xr_reverse;DXPRIi;OPMEACPS;OPMEACPR;NADH17pp;GAPD_reverse;CLt3_2pp;CYTD;PIt2rpp_reverse;BSORy;BSORx;TRDR;EAR140x;EAR140y;PRPPS_reverse;GLXCL;GALKr_reverse;ALLTAMH;MAN1PT2;GARFT_reverse;PSD140;PSD141;GLYCLTDy;GLYCLTDx;MECDPDH5;OCBT_reverse;NMNAT;RNTR1c2;DATPHs;ATPHs;GLCNt2rpp_reverse;UPPDC1;NADH18pp;BWCOGDS2;BWCOGDS1;IPDPS;SULRi;UAPGR;D_DASH_LACt2pp_reverse;3OAR100;EPMEACPR;EAR40x;EAR40y;GMPR;PROt2rpp_reverse;ACPPAT140;EGMEACPR;FOMETRi;GHBDHx;FALDH2_reverse;AKGt2rpp_reverse;CYNTAH;HYD2pp;FMNRx2;ACPPAT180;CTBTt2rpp_reverse;CBIAT;ATHRDHr_reverse;DMPPS;PSD180;PSD181;PPPNt2rpp_reverse;LIPOS;EAR161x;GUAD;FESD1s;NTRIR2x;GOFUCR;FRUURt2rpp_reverse;ADNt2rpp_reverse;NO3R1pp;HSDy_reverse;PPCDC;NADH16pp;LSERDHr_reverse;3OAR141;3OAR140;CYTBD2pp;GTPHs;BUTt2rpp_reverse;DHORTS_reverse;5MTRtpp;DHPTDNRN;DDGLCNt2rpp_reverse;FHL;CBMD;NADH10;FDH5pp;G1PTT;CYTDt2rpp_reverse;3OAS80;GALURt2rpp_reverse;GLUSy;DADA;ACALD_reverse;MMCD;EAR100x;EAR100y;CBLAT;PSD120;HPPPNt2rpp_reverse;3OAR40;FLVRx;THZPSN3;ThDPAT;EAR161y;LALDO3;MTHFC_reverse;NNDPR;DASYN180;DASYN181;MACPD;PTPATi;DASYN160;DASYN161;E4PD_reverse;HYD1pp;GLGC;GLUDy_reverse;2DGULRGy;2DGULRGx;WCOS;AOBUTDs;ADEt2rpp_reverse;GLYt2rpp_reverse;POR5_reverse;RNTR2c2;ASNt2rpp_reverse;AP4AS;GGGABADr_reverse;CBMKr_reverse;3OAR181;3OAR180;PYROX;FMNRx;FESD2s;3OAS160;3OAS161;DKGLCNR1;NADH5;RNTR4c2;ASPt2rpp_reverse;NADH9;3HCINNMH;NADPHQR2;NADPHQR3;NADPHQR4;GLYCAt2rpp_reverse;OMCDC;PSD160;PSD161;3OAR80;ORNDC;DCYTD;OCTNLL;SELGTHR;CRNt2rpp_reverse;MOCOS;INSt2rpp_reverse;DHBD_reverse;EAR60x;EAR60y;AGPR_reverse;ADD;PPPNDO;DASYN120;ADA;FDH4pp;MDH_reverse;OPHBDC;GLCRt2rpp_reverse;CINNDO;OMPDC;MOGDS;CPPPGO;UAGDP;TRSARr;MANAO_reverse;HPYRRy;HPYRRx;ADMDC;OAADC;IDOND;HADPCOADH3_reverse;SPODM;TRPt2rpp_reverse;EAR181y;EAR181x;HCO3E_reverse;3OAS120;3OAS121;THMDt2rpp_reverse;GLTPD_reverse	HACD1;ALAALAr_reverse;IGPS;HCO3E_reverse;KARA1_reverse;HACD6;PERD_reverse;monooxygenase;MTHFC_reverse;PIt2rpp_reverse;GARFT_reverse;GAPD_reverse;PRAGSr_reverse;CBMKr_reverse;SHK3Dr;POR5_reverse;E4PD_reverse;ACALD_reverse;OCBT_reverse	OMCDC;I4FE4ST;IPDPS;I4FE4SR;DPR;ALLTAMH;PSD160;RNTR1c2;UAGDP;ARGDC;DHORTS_reverse;OPMEACPS;OPMEACPR;DXPS;RNTR3c2;MPTSS;UPPDC1;BMOGDS1;G5SD;UGLYCH;BMOGDS2;FESD1s;CPPPGO;DHDPRy;NNDPR;OPHBDC;PPNDH;MACPD;CLt3_2pp;APRAUR;ASAD_reverse;SULRi;UAPGR;DCTPD;SADH;P5CR;ADEt2rpp_reverse;MTHFR2;OGMEACPR;CYTBO3_4pp;FMNAT;GLUTRR;HSDy_reverse;ATPS4rpp_reverse;PPCDC;NADH16pp;EPMEACPR;ALLTNt2rpp_reverse;OGMEACPS;RNTR4c2;PTPATi;AGPR_reverse;PSD161;FADRx;DXPRIi;ACHBS;DASYN161;THZPSN3;ADD;OMPDC;TMPPP;ASP1DC;TRSARr;RNTR2c2;DASYN160;DAPDC;G3PD2_reverse;GLXCL;TRDR;MPTAT;3OAS140;DMPPS;I2FE2ST;MOCOS;MEPCT;ACLS;EGMEACPR;GLUDy_reverse;MECDPDH5;DHPPDA2	12.2836529104	-26.1792877269
h_e	2.214693703114811	0.9041449181977038	6	0	2	CUt3;LIPAHT2ex;LIPAHTex;AGt3;EX_h_LPAREN_e_RPAREN_;Htex		EX_h_LPAREN_e_RPAREN_;Htex	0.0	-2.21469370311
h_p	26.554212162323914	1.8729897131274242	201	4	12	FUCtpp;ADEt2rpp;GLUt2rpp;CU1Opp;HEXt2rpp;FEOXAMUtex;ADNt2pp;MALt2_3pp;MELIBt2pp;TYRt2rpp;XYLUt2pp;GLYt2rpp;MG2t3_2pp_reverse;23DAPPAt2pp;ACNAMt2pp;INSt2rpp;FRUURt2rpp;HG2t3pp;Htex_reverse;THMDt2pp;ASNt2rpp;NI2t3pp;GALt2pp;ARBTNtpp;GLCURt2rpp;MALt2_2pp;SLNTtpp;MNt2pp;NAt3_2pp;INSt2pp;RMNtpp;LEUt2rpp;TRPt2rpp;DDGLCNt2rpp;AGM4Pt2pp;BALAt2pp;FACOAL80t2pp;TMAOR1pp;TTRCYCtpp;PTRCt2pp;FACOAL100t2pp;DALAt2pp;NTRIR3pp;FEOXAMtonex;PIt2rpp;LCTStpp;XTSNt2rpp;DINSt2pp;CBItonex;ALAt2rpp;CYTDt2pp;Kt2pp;GALURt2rpp;LYSt3pp;CPGNUtpp;ASPt2pp;ATPS4rpp;HCINNMt2rpp;ZN2t3pp;GALCTNLt2pp;LYXt2pp;NTRIR4pp;FACOAL120t2pp;CRNt2rpp;AKGt2rpp;FORt2pp;CPGNUtex;NOVBCNtpp;ILEt2rpp;CHLt2pp;FACOAL60t2pp;CBL1tonex;FACOAL180t2pp;ARBTNtex;GALCTNt2pp;RFAMPtpp;GLYt2pp;ALAt2pp;ARBt2rpp;FECRMUtex;ARBt3ipp;SPODMpp;ACt2rpp;GLYCLTt2rpp;GALCTt2rpp;ETHAt2pp;MALt3pp;URAt2rpp;SO4t2pp;FECRMtonex;DSERt2pp;FRULYSt2pp;THYMt3pp;LALALGLUtpp;CITt3pp;ADNt2rpp;MMETt2pp;THD2pp;D_DASH_LACt2pp;GLCRt2rpp;5DGLCNt2rpp;URIt2rpp;CTBTt2rpp;ALLTNt2rpp;ABUTt2pp;PACALDt2rpp;SPMDt3pp;BUTt2rpp;ARGDCpp;CADVtpp;INDOLEt2rpp;HISt2rpp;DADNt2pp;PSCLYSt2pp;FUMt2_2pp;ADOCBLtonex;MINCYCtpp;CSNt2pp;THRt2pp;FUMt2_3pp;SUCCt2_3pp;FACOAL181t2pp;CMtpp;AGMt2pp;OROTt2_2pp;XANt2pp;LYSt2pp;URIt2pp;FUSAtpp;NO2t2rpp;CRNDt2rpp;CYNTt2pp;GLCt2pp;FACOAL160t2pp;PHEt2rpp;ARGt3pp;MALDt2_2pp;CPGNtonex;TMAOR2pp;DCYTt2pp;XYLt2pp;BTNt2ipp;CD2t3pp;FE2t3pp;IDONt2rpp;NAt3pp;FEENTERtpp;DURIt2pp;L_DASH_LACt2rpp;FACOAL161t2pp;FACOAL141t2pp;FE3HOXUtex;FEENTERtonex;ARBTNtonex;HOMt2pp;FE3DHBZStonex;NAt3_1p5pp;Kt3pp;FEOXAMUtpp;FE3HOXtonex;PYRt2rpp;ASPt2rpp;FE3DCITtonex;HPPPNt2rpp;LIPOt2pp;GLCNt2rpp;ASPt2_2pp;FE2t2pp;DGSNt2pp;GLYBt2pp;ASPt2_3pp;GUAt2pp;MN2t3pp;THRt2rpp;SUCCt3pp;VALt2rpp;FEROpp;GLYCAt2rpp;SKMt2pp;PPPNt2rpp;COBALT2t3pp;TARTt2_3pp;PROt2rpp;THMDt2rpp;CA2t3pp;SUCCt2_2pp;ACACt2pp;AGM3Pt2pp;FEENTERtex;CYTDt2rpp;SELtpp;FE3HOXUtpp;DOXRBCNtpp;GSNt2pp;URAt2pp;FACOAL140t2pp;MELIBt3ipp;FECRMUtpp;LCTSt3ipp;LALADGLUtpp;SERt2rpp	MG2t3_2pp_reverse;GLCt2pp;CA2t3pp;THD2pp	Htex_reverse;PIt2rpp;AGM4Pt2pp;ARGt3pp;AGM3Pt2pp;FACOAL160t2pp;Kt2pp;FACOAL161t2pp;LYSt3pp;DALAt2pp;SO4t2pp;ATPS4rpp	6.59913760162	-19.9550745607
hacolipa_e	0.0	0.0	1	0	0	EX_hacolipa_LPAREN_e_RPAREN_			0.0	0.0
halipa_e	0.0	0.0	1	0	0	EX_halipa_LPAREN_e_RPAREN_			0.0	0.0
hco3_c	0.6611926907780378	0.2956943605611381	5	1	2	CBPS;ACCOAC;AIRC2;HCO3E_reverse;CYNTAH	HCO3E_reverse	AIRC2;ACCOAC	0.330596377405	-0.330596313373
hcys_DASH_L_c	0.08101806413973639	0.046775801140299174	3	0	1	METS;HCYSMT2;HCYSMT		METS	0.0	-0.0810180641397
hdca_c	0.07291068500526701	0.042095003614590926	3	0	1	AACPS3;2AGPEAT160;2AGPGAT160		AACPS3	0.0	-0.0729106850053
hdca_e	0.0	0.0	4	0	0	LIPAHT2ex;HDCAtexi;EX_hdca_LPAREN_e_RPAREN_;LIPAHTex			0.0	0.0
hdca_p	0.0029616260727563827	0.0029616260727563827	1	0	1	FACOAL160t2pp		FACOAL160t2pp	0.0	-0.00296162607276
hdcap_c	0.0	0.0	2	0	0	APG3PAT160;APH160			0.0	0.0
hdcea_c	0.08166935471898328	0.04715182393154803	3	0	1	AACPS4;2AGPEAT161;2AGPGAT161		AACPS4	0.0	-0.081669354719
hdcea_e	0.0	0.0	2	0	0	HDCEAtexi;EX_hdcea_LPAREN_e_RPAREN_			0.0	0.0
hdcea_p	0.0013575032667098206	0.0013575032667098206	1	0	1	FACOAL161t2pp		FACOAL161t2pp	0.0	-0.00135750326671
hdceap_c	0.0	0.0	2	0	0	APG3PAT161;APH161			0.0	0.0
hdcoa_c	0.08031185145227347	0.05678905477154925	2	0	1	CTECOAI7;FACOAE161		FACOAE161	0.0	-0.0803118514523
hdd2coa_c	0.2918835620906358	0.16851905314505544	3	1	2	ACOAD7f_reverse;ECOAH7_reverse;CTECOAI7_reverse	ECOAH7_reverse	ACOAD7f_reverse;CTECOAI7_reverse	0.145941781045	-0.145941781045
hdeACP_c	0.08166935471898328	0.03334137444731175	6	0	2	ACPPAT161;EDTXS3;AGPAT161;G3PAT161;3OAS181;FA161ACPHi		G3PAT161;AGPAT161	0.0	-0.081669354719
hemeO_c	0.0	0.0	1	0	0	Ec_biomass_iJO1366_WT_53p95M			0.0	0.0
hexACP_c	0.0	0.0	1	0	0	3OAS80			0.0	0.0
hg2_c	0.0	0.0	2	0	0	HG2abcpp;HG2t3pp			0.0	0.0
hg2_e	0.0	0.0	2	0	0	EX_hg2_LPAREN_e_RPAREN_;HG2tex			0.0	0.0
hg2_p	0.0	0.0	1	0	0	HG2tex_reverse			0.0	0.0
hgmeACP_c	1.3139352138318664e-06	1.3139352138318664e-06	1	0	1	OGMEACPD		OGMEACPD	0.0	-1.31393521383e-06
hhlipa_c	0.0	0.0	1	0	0	HEPK1			0.0	0.0
his_DASH_L_c	0.5248647072723405	0.26243235363617023	4	0	1	HISt2rpp_reverse;Ec_biomass_iJO1366_WT_53p95M;Ec_biomass_iJO1366_core_53p95M;HISTRS		Ec_biomass_iJO1366_core_53p95M	0.0	-0.524864707272
his_DASH_L_e	0.0	0.0	2	0	0	EX_his_DASH_L_LPAREN_e_RPAREN_;HIStex			0.0	0.0
his_DASH_L_p	0.0	0.0	3	0	0	HISt2rpp;HISabcpp;HIStex_reverse			0.0	0.0
hisp_c	0.04972463263756699	0.04972463263756699	1	0	1	HISTP		HISTP	0.0	-0.0497246326376
histd_c	0.04972463263756699	0.04972463263756699	1	0	1	HISTD		HISTD	0.0	-0.0497246326376
histrna_c	0.0	0.0	0	0	0				0.0	0.0
hkndd_c	0.0	0.0	1	0	0	HKNDDH			0.0	0.0
hkntd_c	0.0	0.0	1	0	0	HKNTDH			0.0	0.0
hlipa_c	0.0	0.0	1	0	0	HEPT2			0.0	0.0
hmbil_c	0.00023408965944346383	0.00023408965944346383	1	0	1	UPP3S		UPP3S	0.0	-0.000234089659443
hmgth_c	0.0	0.0	2	0	0	FALGTHLs_reverse;FALDH2			0.0	0.0
hom_DASH_L_c	0.4225900702854031	0.21129503514270154	4	0	2	HSK;HSDy;HSST;HOMt2pp		HSK;HSST	0.0	-0.422590070285
hom_DASH_L_e	0.0	0.0	2	0	0	EX_hom_DASH_L_LPAREN_e_RPAREN_;HOMtex			0.0	0.0
hom_DASH_L_p	0.0	0.0	1	0	0	HOMtex_reverse			0.0	0.0
hphhlipa_c	0.0	0.0	1	0	0	HEPK2			0.0	0.0
hpmeACP_c	1.3139352138318664e-06	1.3139352138318664e-06	1	0	1	OPMEACPD		OPMEACPD	0.0	-1.31393521383e-06
hpyr_c	0.0	0.0	3	0	0	HPYRRy;HPYRRx;HPYRI			0.0	0.0
hqn_c	0.0	0.0	0	0	0				0.0	0.0
hx2coa_c	0.37357770404816104	0.2641593278325558	2	1	1	ACOAD2f_reverse;ECOAH2_reverse	ECOAH2_reverse	ACOAD2f_reverse	0.186788852024	-0.186788852024
hxa_c	0.0	0.0	2	0	0	HXCT;HEXt2rpp_reverse			0.0	0.0
hxa_e	0.0	0.0	2	0	0	EX_hxa_LPAREN_e_RPAREN_;HXAtex			0.0	0.0
hxa_p	0.0	0.0	3	0	0	HXAtex_reverse;FACOAL60t2pp;HEXt2rpp			0.0	0.0
hxan_c	0.019539577453723228	0.008738364687629478	5	0	1	HYXNtpp_reverse;PUNP5_reverse;PUNP6_reverse;HXAND;HXPRT		HXAND	0.0	-0.0195395774537
hxan_e	0.0	0.0	2	0	0	EX_hxan_LPAREN_e_RPAREN_;HYXNtex			0.0	0.0
hxan_p	0.0	0.0	2	0	0	HYXNtex_reverse;HYXNtpp			0.0	0.0
hxcoa_c	0.18678885202408052	0.10784259399772407	3	0	1	ACACT3r;FACOAE60;ACOAD2f		ACACT3r	0.0	-0.186788852024
iasp_c	0.0011956418031652714	0.0011956418031652714	1	0	1	QULNS		QULNS	0.0	-0.00119564180317
ichor_c	0.0	0.0	3	0	0	ICHORS_reverse;SEPHCHCS;ICHORT			0.0	0.0
icit_c	1.2520908114332006	0.7228949670308153	3	1	1	ICDHyr;ACONTb_reverse;ICL	ACONTb_reverse	ICL	1.24952695079	-0.0025638606402
icolipa_c	0.0	0.0	1	0	0	GLCTR1			0.0	0.0
idon_DASH_L_c	0.0	0.0	2	0	0	IDONt2rpp_reverse;IDOND_reverse			0.0	0.0
idon_DASH_L_e	0.0	0.0	2	0	0	EX_idon_DASH_L_LPAREN_e_RPAREN_;IDONtex			0.0	0.0
idon_DASH_L_p	0.0	0.0	2	0	0	IDONt2rpp;IDONtex_reverse			0.0	0.0
idp_c	0.0	0.0	1	0	0	ADK4_reverse			0.0	0.0
ile_DASH_L_c	0.5435918709273233	0.2431016750819573	5	0	2	ILETA;ILEt2rpp_reverse;Ec_biomass_iJO1366_WT_53p95M;Ec_biomass_iJO1366_core_53p95M;ILETRS		ILETA;Ec_biomass_iJO1366_core_53p95M	0.0	-0.543591870927
ile_DASH_L_e	0.0	0.0	2	0	0	ILEtex;EX_ile_DASH_L_LPAREN_e_RPAREN_			0.0	0.0
ile_DASH_L_p	0.0	0.0	3	0	0	ILEabcpp;ILEt2rpp;ILEtex_reverse			0.0	0.0
iletrna_c	0.0	0.0	0	0	0				0.0	0.0
imacp_c	0.04972463263756699	0.04972463263756699	1	0	1	HSTPT		HSTPT	0.0	-0.0497246326376
imp_c	0.33221354255518365	0.16610677127759182	4	0	2	IMPC;ADSS;IMPD;NTD11		ADSS;IMPD	0.0	-0.332213542555
imp_e	0.0	0.0	2	0	0	EX_imp_LPAREN_e_RPAREN_;IMPtex			0.0	0.0
imp_p	0.0	0.0	2	0	0	IMPtex_reverse;NTD11pp			0.0	0.0
indirubin_c	2.8980580829874834	2.8980580829874834	1	1	0	INDIRUBINex	INDIRUBINex		2.89805808299	0.0
indirubin_e	2.8980580829874834	2.8980580829874834	1	1	0	EX_INDIRUBIN_LPAREN_e_RPAREN_	EX_INDIRUBIN_LPAREN_e_RPAREN_		2.89805808299	0.0
indole_c	2.9315570016450345	1.311032147118752	5	1	1	TRPS2;TRPAS2_reverse;monooxygenase;INDOLEt2pp;INDOLEt2rpp_reverse	monooxygenase	TRPAS2_reverse	2.89805808299	-0.0334989186576
indole_e	0.0	0.0	2	0	0	EX_indole_LPAREN_e_RPAREN_;INDOLEtex			0.0	0.0
indole_p	0.0	0.0	2	0	0	INDOLEt2rpp;INDOLEtex_reverse			0.0	0.0
inost_c	0.0	0.0	0	0	0				0.0	0.0
inost_e	0.0	0.0	2	0	0	INSTtex;EX_inost_LPAREN_e_RPAREN_			0.0	0.0
inost_p	0.0	0.0	2	0	0	INSTtex_reverse;INOSTt4pp			0.0	0.0
ins_c	0.0	0.0	4	0	0	INSH;PUNP5;INSK;INSt2rpp_reverse			0.0	0.0
ins_e	0.0	0.0	2	0	0	INStex;EX_ins_LPAREN_e_RPAREN_			0.0	0.0
ins_p	0.0	0.0	3	0	0	INSt2rpp;INSt2pp;INStex_reverse			0.0	0.0
ipdp_c	0.0004377371658651469	0.0001957620118305138	5	0	4	UDCPDPS;GRTT;IPDDI;OCTDPS;DMATT		UDCPDPS;GRTT;OCTDPS;DMATT	0.0	-0.000437737165865
iscs_c	0.0009476171915691577	0.0009476171915691577	1	0	1	ICYSDS		ICYSDS	0.0	-0.000947617191569
iscssh_c	0.0006611333310997374	0.0002956678141059777	5	0	5	I2FE2SR;I2FE2SS;MOADSUx;I2FE2SS2;THZPSN3		I2FE2SR;I2FE2SS;MOADSUx;I2FE2SS2;THZPSN3	0.0	-0.0006611333311
iscu_DASH_2fe2s2_c	0.00013649705331309536	0.00013649705331309536	1	0	1	I4FE4SR		I4FE4SR	0.0	-0.000136497053313
iscu_DASH_2fe2s_c	0.00015142966005930752	0.00010707693950071003	2	0	2	I2FE2SS2;I2FE2ST		I2FE2SS2;I2FE2ST	0.0	-0.000151429660059
iscu_DASH_4fe4s_c	0.00013649705331309536	0.00013649705331309536	1	0	1	I4FE4ST		I4FE4ST	0.0	-0.000136497053313
iscu_c	0.00015145747091600806	0.00010709660474607359	2	0	2	I2FE2SR;I2FE2SS		I2FE2SR;I2FE2SS	0.0	-0.000151457470916
isetac_c	0.0	0.0	1	0	0	FDMO			0.0	0.0
isetac_e	0.0	0.0	2	0	0	EX_isetac_LPAREN_e_RPAREN_;ISETACtex			0.0	0.0
isetac_p	0.0	0.0	2	0	0	ISETACtex_reverse;ISETACabcpp			0.0	0.0
itp_c	0.0	0.0	3	0	0	NTP10;ADK4;NTPP9			0.0	0.0
k_c	0.5248647072723405	0.30303078003181994	3	0	1	Kt3pp;Ec_biomass_iJO1366_WT_53p95M;Ec_biomass_iJO1366_core_53p95M		Ec_biomass_iJO1366_core_53p95M	0.0	-0.524864707272
k_e	0.10244991680660996	0.07244303090595154	2	0	1	EX_k_LPAREN_e_RPAREN_;Ktex		EX_k_LPAREN_e_RPAREN_	0.0	-0.102449916807
k_p	0.20489983361321992	0.11829897409350205	3	1	1	Kt2pp;Kabcpp;Ktex_reverse	Ktex_reverse	Kt2pp	0.102449916807	-0.102449916807
kdo2lipid4L_c	0.0	0.0	1	0	0	EDTXS2			0.0	0.0
kdo2lipid4_c	0.010211767744690656	0.005895766856299088	3	0	1	K2L4Aabcpp;EDTXS1;EDTXS3		K2L4Aabcpp	0.0	-0.0102117677447
kdo2lipid4_e	0.5248647072723405	0.37113539371776416	2	0	1	EX_kdo2lipid4_LPAREN_e_RPAREN_;Ec_biomass_iJO1366_core_53p95M		Ec_biomass_iJO1366_core_53p95M	0.0	-0.524864707272
kdo2lipid4_p	0.010211767744690656	0.010211767744690656	1	0	1	K2L4Aabctex		K2L4Aabctex	0.0	-0.0102117677447
kdo2lipid4p_c	0.0	0.0	1	0	0	EDTXS4			0.0	0.0
kdo8p_c	0.02042353548938131	0.02042353548938131	1	0	1	KDOPP		KDOPP	0.0	-0.0204235354894
kdo_c	0.02042353548938131	0.02042353548938131	1	0	1	KDOCT2		KDOCT2	0.0	-0.0204235354894
kdolipid4_c	0.010211767744690656	0.010211767744690656	1	0	1	MOAT2		MOAT2	0.0	-0.0102117677447
kphphhlipa_c	0.0	0.0	1	0	0	RHAT1			0.0	0.0
lac_DASH_D_c	0.002236014735445475	0.0012909637094214148	3	0	1	LDH_D;D_DASH_LACt2pp_reverse;LDH_D2		LDH_D	0.0	-0.00223601473545
lac_DASH_D_e	0.0	0.0	2	0	0	D_DASH_LACtex;EX_lac_DASH_D_LPAREN_e_RPAREN_			0.0	0.0
lac_DASH_D_p	0.0	0.0	2	0	0	D_DASH_LACt2pp;D_DASH_LACtex_reverse			0.0	0.0
lac_DASH_L_c	0.0	0.0	3	0	0	L_DASH_LACD2;L_DASH_LACD3;L_DASH_LACt2rpp_reverse			0.0	0.0
lac_DASH_L_e	0.0	0.0	2	0	0	L_DASH_LACtex;EX_lac_DASH_L_LPAREN_e_RPAREN_			0.0	0.0
lac_DASH_L_p	0.0	0.0	2	0	0	L_DASH_LACt2rpp;L_DASH_LACtex_reverse			0.0	0.0
lald_DASH_D_c	0.0	0.0	1	0	0	LCARR			0.0	0.0
lald_DASH_L_c	0.0	0.0	4	0	0	LCADi;FCLPA_reverse;LCARS;RMPA_reverse			0.0	0.0
lcts_c	0.0	0.0	3	0	0	LACZ;LCTStpp_reverse;LCTSt3ipp			0.0	0.0
lcts_e	0.0	0.0	2	0	0	LCTStex;EX_lcts_LPAREN_e_RPAREN_			0.0	0.0
lcts_p	0.0	0.0	3	0	0	LACZpp;LCTStpp;LCTStex_reverse			0.0	0.0
leu_DASH_L_c	0.5248647072723405	0.26243235363617023	4	0	1	Ec_biomass_iJO1366_WT_53p95M;LEUTRS;Ec_biomass_iJO1366_core_53p95M;LEUt2rpp_reverse		Ec_biomass_iJO1366_core_53p95M	0.0	-0.524864707272
leu_DASH_L_e	0.0	0.0	2	0	0	LEUtex;EX_leu_DASH_L_LPAREN_e_RPAREN_			0.0	0.0
leu_DASH_L_p	0.0	0.0	3	0	0	LEUt2rpp;LEUtex_reverse;LEUabcpp			0.0	0.0
leutrna_c	0.0	0.0	0	0	0				0.0	0.0
lgt_DASH_S_c	0.0	0.0	1	0	0	GLYOX			0.0	0.0
lipa_c	0.0	0.0	2	0	0	LIPAabcpp;HEPT1			0.0	0.0
lipa_cold_c	0.0	0.0	1	0	0	LIPACabcpp			0.0	0.0
lipa_cold_e	0.0	0.0	1	0	0	EX_lipa_cold_LPAREN_e_RPAREN_			0.0	0.0
lipa_cold_p	0.0	0.0	1	0	0	CLIPAabctex			0.0	0.0
lipa_e	0.0	0.0	2	0	0	EX_lipa_LPAREN_e_RPAREN_;LIPAHTex			0.0	0.0
lipa_p	0.0	0.0	3	0	0	PETNT181pp;PETNT161pp;LIPAabctex			0.0	0.0
lipidA_c	0.010211767744690656	0.010211767744690656	1	0	1	MOAT		MOAT	0.0	-0.0102117677447
lipidAds_c	0.010211767744690656	0.010211767744690656	1	0	1	TDSK		TDSK	0.0	-0.0102117677447
lipidX_c	0.010211767744690651	0.010211767744690651	1	0	1	LPADSS		LPADSS	0.0	-0.0102117677447
lipoamp_c	0.0	0.0	1	0	0	LIPAMPL			0.0	0.0
lipoate_c	0.0	0.0	1	0	0	LIPATPT			0.0	0.0
lipoate_e	0.0	0.0	2	0	0	EX_lipoate_LPAREN_e_RPAREN_;LIPOtex			0.0	0.0
lipoate_p	0.0	0.0	2	0	0	LIPOtex_reverse;LIPOt2pp			0.0	0.0
lipopb_c	0.0	0.0	1	0	0	Ec_biomass_iJO1366_WT_53p95M			0.0	0.0
lpp_p	0.0	0.0	0	0	0				0.0	0.0
lys_DASH_L_c	0.5466970259711021	0.2231881262543806	6	0	2	Ec_biomass_iJO1366_core_53p95M;FRULYSDG_reverse;Ec_biomass_iJO1366_WT_53p95M;LYSt3pp;LYSTRS;LYSDC		LYSt3pp;Ec_biomass_iJO1366_core_53p95M	0.0	-0.546697025971
lys_DASH_L_e	0.02183231869876165	0.015437780600920221	2	0	1	LYStex;EX_lys_DASH_L_LPAREN_e_RPAREN_		EX_lys_DASH_L_LPAREN_e_RPAREN_	0.0	-0.0218323186988
